nx_date,nt_pool_fund_code,nt_security_name,nt_security_currency,nt_gti_code,nt_bloomberg_code,nt_yellow_key_code,nt_figi_code,nt_quotation_code,nt_quantity,nt_issuer_country_code,nt_second_quotation_currency,nt_underlying_security_name,nt_bloomberg_code_of_underlying
2023-12-28,NGT2754,KOREA TRSY BD 2.375% 22-10/03/2027 FLAT,KRW,B31,BT2695174,Govt,BBG014B72HV8,,1140000000,KR,,,
2024-02-23,NGT6144,CME GROUP INC,USD,S01,CME UW,Equity,BBG000BHMC53,,81363,US,,,
2024-02-22,NGT6144,,USD,S01,GILD UW,Equity,BBG000CKHQT4,,231801,US,,,
2023-12-28,NGT2754,MONDELEZ INT INC 1.5% 20-04/02/2031,USD,B01,ZO2977643,Corp,BBG00X3GQP95,,300000,US,,,
2024-02-23,NGT2754,KESKO OYJ-B SHS,EUR,S01,KESKOB FH,Equity,BBG000BNP2B2,,209112,FI,,,
2024-02-16,NGT6144,SIG GROUP AG,CHF,S01,SIGN SE,Equity,BBG00LWT8H62,,249042,CH,,,
2024-02-16,NGT2754,,USD,S01,LH UN,Equity,BBG000D9DP78,,46518,US,,,
2024-02-23,NGT6144,KERRY GROUP PLC-A,EUR,S01,KYGA ID,Equity,BBG000BGY1T0,,51864,IE,,,
2024-02-19,NGT6144,SVENSKA CELLULOSA AB SCA-B,SEK,S01,SCAB SS,Equity,BBG000BCCG29,,310461,SE,,,
2024-02-28,NGT2754,,GBP,S01,INF LN,Equity,BBG000BLHQP7,,704670,GB,,,
2024-02-28,NGT6144,ROBERT HALF INC,USD,S01,RHI UN,Equity,BBG000BS5GM0,,72303,US,,,
2024-02-23,NGT6144,MTR CORP,HKD,S01,66 HK,Equity,BBG000MKLJD1,,2021934,HK,,,
2024-02-21,NGT6144,,EUR,S01,ANA SQ,Equity,BBG000BMJFV0,,17883,ES,,,
2023-12-27,NGT2754,PUT ITRX XOVER CDSI S40 21/02/2024 5.125,EUR,O26,7249109,,,,-268500000,LU,EUR,ITRX XOVER CDSI S40 5Y CORP 20/12/2028,2I667KKS6
2024-02-22,NGT2754,,CAD,S01,BEPC CT,Equity,BBG00W5FR6F1,,176022,US,,,
2024-02-22,NGT6144,,USD,S01,CHD UN,Equity,BBG000BFJW57,,241671,US,,,
2024-02-21,NGT6144,MUENCHENER RUECKVER AG-REG,EUR,S01,MUV2 GY,Equity,BBG000BD9FD1,,17601,DE,,,
2024-02-21,NGT6144,ADVANTEST CORP,JPY,S01,6857 JT,Equity,BBG000BGN078,,528900,JP,,,
2024-02-15,NGT6144,CAN APARTMENT PROP REAL ESTA,CAD,S62,CAR-U CT,Equity,BBG000BGHK26,,123507,CA,,,
2023-12-27,NGT2754,HUTAMA KARYA PER 3.75% 20-11/05/2030,USD,B01,BJ2559455,Corp,BBG00TN0F9H6,,600000,ID,,,
2024-02-26,NGT6144,NASDAQ OMX GROUP/THE,USD,S01,NDAQ UW,Equity,BBG000F5YBW4,,188403,US,,,
2024-02-20,NGT6144,TIS INC,JPY,S01,3626 JT,Equity,BBG000MYGXQ2,,265200,JP,,,
2024-02-21,NGT6144,REGIONS FINANCIAL CORP,USD,S01,RF UN,Equity,BBG000Q3JQJ6,,815616,US,,,
2024-02-23,NGT2754,,USD,S01,LKQ UW,Equity,BBG000PXDRY8,,296352,US,,,
2024-02-28,NGT6144,,USD,S01,ITW UN,Equity,BBG000BMBNV1,,127848,US,,,
2024-02-27,NGT6144,HENRY SCHEIN INC,USD,S01,HSIC UW,Equity,BBG000BNMVX7,,168138,US,,,
2023-12-27,NGT2754,FNCL 6 1/11 6% 11-25/09/2038,USD,P09,01F060618,Mtge,BBG00BT1PPX2,,3000000,US,,,
2024-02-19,NGT6144,MATSUKIYOCOCOKARA & CO,JPY,S01,3088 JT,Equity,BBG000TBPHJ8,,394500,JP,,,
2024-02-15,NGT6144,ADP,EUR,S01,ADP FP,Equity,BBG000H292Q4,,31101,FR,,,
2024-02-16,NGT6144,TAKE-TWO INTERACTIVE SOFTWRE,USD,S01,TTWO UW,Equity,BBG000BS26J9,,78741,US,,,
2023-12-28,NGT2754,,JPY,B31,BH6206925,Govt,BBG00T20WKB1,,356550000,JP,,,
2024-02-20,NGT6144,3I GROUP PLC,GBP,S01,III LN,Equity,BBG000BZZ876,,332736,GB,,,
2024-02-22,NGT2754,QIAGEN N.V.,EUR,S01,QIA GY,Equity,BBG000H50QW6,,199263,NL,,,
2024-02-26,NGT2754,,EUR,S01,DHL GY,Equity,BBG000LW3NX5,,57843,DE,,,
2024-02-16,NGT6144,,NZD,S01,MCY NZ,Equity,BBG004J7PMT8,,857130,NZ,,,
2024-02-20,NGT6144,CARREFOUR SA,EUR,S01,CA FP,Equity,BBG000BBY8X1,,96396,FR,,,
2024-02-27,NGT6144,S&P GLOBAL INC,USD,S01,SPGI UN,Equity,BBG000BP1RM6,,78399,US,,,
2024-02-16,NGT6144,FERGUSON PLC,USD,S01,FERG UN,Equity,BBG00P5M4V43,,52359,GB,,,
2024-02-21,NGT6144,,USD,S01,IEX UN,Equity,BBG000C1HPK7,,114993,US,,,
2024-02-22,NGT6144,SONOVA HOLDING AG-REG,CHF,S01,SOON SE,Equity,BBG00HCYSKM5,,28623,CH,,,
2023-12-27,NGT2754,FN BM1099 3% 17-01/03/2032,USD,P05,3140J5GH6,Mtge,BBG00GCMYW68,,510970.068,US,,,
2024-02-15,NGT6144,MERIDIAN ENERGY LTD,NZD,S01,MEL NZ,Equity,BBG005GS6PX1,,1088604,NZ,,,
2023-12-22,NGT2754,BELFIUS BANK SA 18-31/12/2049 FRN,EUR,B03,AQ8534945,Corp,BBG00JS9Q1F1,,21000000,BE,,,
2024-02-15,NGT6144,RAKUTEN GROUP INC,JPY,S01,4755 JT,Equity,BBG000CGWWJ4,,1264500,JP,,,
2024-02-20,NGT6144,FISERV INC,USD,S01,FI UN,Equity,BBG000BJL0P4,,182193,US,,,
2024-02-23,NGT6144,,AUD,S01,,Equity,BBG000BKP1M8,7,194088,AU,,,
2024-02-21,NGT6144,GENMAB A/S,DKK,S01,GMAB DC,Equity,BBG000BKPC99,,14304,DK,,,
2024-02-23,NGT6144,HIKMA PHARMACEUTICALS PLC,GBP,S01,HIK LN,Equity,BBG000FG1MF1,,215679,GB,,,
2024-02-19,NGT2754,HCA HEALTHCARE INC,USD,S01,HCA UN,Equity,BBG000QW7X64,,45750,US,,,
2024-02-23,NGT6144,QBE INSURANCE GROUP LTD,AUD,S01,QBE AT,Equity,BBG000BB1VZ4,,469896,AU,,,
2023-12-28,NGT2754,,USD,P05,3140X96C4,Mtge,BBG00ZDRK9X0,,643291.029,US,,,
2024-02-21,NGT6144,,USD,S01,MOH UN,Equity,BBG000MBHPT5,,23484,US,,,
2023-12-27,NGT2754,FN BT7199 2.5% 21-01/08/2051,USD,P05,3140LV7M5,Mtge,BBG01222S8P2,,436179.984,US,,,
2023-12-28,NGT2754,FR SD3745 6% 23-01/09/2053,USD,P05,3132E0ES7,Mtge,BBG01J2VHP84,,586421.826,US,,,
2023-12-28,NGT2754,CAIXABANK 23-30/05/2034 FRN,EUR,B03,ZK7618273,Corp,BBG01GS9SPT6,,600000,ES,,,
2024-02-26,NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,AD NA,Equity,BBG000BBBC58,,261021,NL,,,
2023-12-27,NGT2754,FHR 5038 PI 2% 20-25/11/2050,USD,P05,CX2BML11,Mtge,BBG00XRS6QL9,,9038091,US,,,
2024-02-19,NGT6144,,AUD,S01,QBE AT,Equity,BBG000BB1VZ4,,543510,AU,,,
2023-12-22,NGT2754,REP OF AUSTRIA 4.15% 07-15/03/2037,EUR,B31,EG1036748,Govt,BBG0000BX0Y0,,1800000,AT,,,
2023-12-22,NGT2754,JAPAN GOVT 30-YR 1.8% 23-20/09/2053,JPY,B31,ZH3204729,Govt,BBG01JMKQ517,,3666150000,JP,,,
2023-12-28,NGT2754,,COP,B31,EK6999263,Govt,BBG007X4TXG8,,846000000,CO,,,
2024-02-19,NGT6144,UNITED UTILITIES GROUP PLC,GBP,S01,UU/ LN,Equity,BBG000BBFLV5,,731082,GB,,,
2024-02-15,NGT2754,,DKK,S01,VWS DC,Equity,BBG000BJBK53,,172218,DK,,,
2024-02-16,NGT6144,,EUR,S01,ANA SQ,Equity,BBG000BMJFV0,5,17883,ES,,,
2024-02-16,NGT6144,SOMPO HOLDINGS INC,JPY,S01,8630 JT,Equity,BBG000QDQJK0,,124500,JP,,,
2024-02-22,NGT6144,,CAD,S62,CAR-U CT,Equity,BBG000BGHK26,,106776,CA,,,
2023-12-22,NGT2754,FN FS2387 2.5% 22-01/02/2052,USD,P05,3140XHUM7,Mtge,BBG018GXRD21,,1281162.696,US,,,
2024-02-23,NGT6144,QUANTA SERVICES INC,USD,S01,PWR UN,Equity,BBG000BBLBH6,,56844,US,,,
2024-02-28,NGT6144,SIG GROUP AG,CHF,S01,SIGN SE,Equity,BBG00LWT8H62,,213129,CH,,,
2024-02-23,NGT6144,,USD,S01,SHW UN,Equity,BBG000BSXT78,,67983,US,,,
2024-02-23,NGT6144,MOWI ASA,NOK,S01,MOWI NO,Equity,BBG000JDLY02,,317526,NO,,,
2024-02-20,NGT6144,BROTHER INDUSTRIES LTD,JPY,S01,6448 JT,Equity,BBG000BLR8N8,,145500,JP,,,
2023-12-22,NGT2754,RYDER SYSTEM INC 5.25% 23-01/06/2028,USD,B01,ZK5893381,Corp,BBG01GLD9WF5,,351000,US,,,
2024-02-26,NGT6144,,EUR,S01,ZAL GY,Equity,BBG0072HKSY3,,36804,DE,,,
2023-12-27,NGT2754,G2 MA7588 2% 21-20/09/2051,USD,P05,36179WND6,Mtge,BBG0116T66Y9,,1480135.212,US,,,
2023-12-27,NGT2754,COUNTRY GARDEN 3.125% 20-22/10/2025,USD,B01,ZO9642570,Corp,BBG00XVCJB74,,15090000,CN,,,
2024-02-21,NGT6144,,HKD,S01,11 HK,Equity,BBG000BDWBR9,8,434700,HK,,,
2023-12-27,NGT2754,INTEREST RATE SWAP (C),EUR,IR,,,,,-51300000,GB,EUR,INFLATION LINKED SWAP,
2023-12-27,NGT2754,SPANISH GOVT 4.2% 05-31/01/2037,EUR,B31,ED7737726,Govt,BBG00007WKR4,,630000,ES,,,
2023-12-28,NGT2754,CAIXABANK 4.375% 23-29/11/2033,EUR,B01,ZG2884606,Corp,BBG01K8KT526,,300000,ES,,,
2023-12-27,NGT2754,NETHERLANDS GOVT 0.5% 19-15/01/2040,EUR,B31,ZS0947771,Govt,BBG00NTYCFZ8,,1020000,NL,,,
2024-02-22,NGT6144,IDEX CORP,USD,S01,IEX UN,Equity,BBG000C1HPK7,,98340,US,,,
2024-02-20,NGT6144,SECOM CO LTD,JPY,S01,9735 JT,Equity,BBG000BNHGG5,,37200,JP,,,
2024-02-23,NGT2754,FRANKLIN RESOURCES INC,USD,S01,BEN UN,Equity,BBG000BD0WB5,,340077,US,,,
2023-12-28,NGT2754,REPUBLIC OF PERU 6.95% 08-12/08/2031,PEN,B31,EH9240969,Govt,BBG00000Z919,,585000,PE,,,
2023-12-27,NGT2754,G2 785140 4.5% 20-20/02/2050,USD,P05,3622AAS54,Mtge,BBG00XY6X401,,289636.092,US,,,
2024-02-21,NGT6144,,SGD,S01,CIT SP,Equity,BBG000BDFV12,,752400,SG,,,
2023-12-28,NGT2754,SINGAPORE GOVT 2.75% 16-01/03/2046,SGD,B31,JK1713482,Govt,BBG00C808JN9,,510000,SG,,,
2023-12-27,NGT2754,FN FM7171 2% 21-01/05/2036,USD,P05,3140XA6H0,Mtge,BBG010BZRY22,,1063729.394,US,,,
2024-02-15,NGT6144,,USD,S01,PGR UN,Equity,BBG000BR39M0,,149160,US,,,
2024-02-28,NGT6144,,USD,S53,SJM UN,Equity,BBG000BT1984,,106881,US,,,
2023-12-22,NGT2754,,USD,P05,3140XHLA3,Mtge,BBG01808TQM0,,285807.1491,US,,,
2024-02-26,NGT6144,SINO LAND CO,HKD,S01,83 HK,Equity,BBG000BDSR53,,4782000,HK,,,
2024-02-28,NGT6144,WALT DISNEY CO/THE,USD,S01,DIS UN,Equity,BBG000BH4SB1,,241668,US,,,
2023-12-27,NGT2754,ONTARIO PROVINCE 3.75% 22-02/06/2032,CAD,B31,BW3749247,Govt,BBG0178MLJR2,,8700000,CA,,,
2023-12-22,NGT2754,KOREA TRSY BD 2.375% 22-10/03/2027 FLAT,KRW,B31,BT2695174,Govt,BBG014B72HV8,,1140000000,KR,,,
2024-02-21,NGT6144,,GBP,S01,ABDN LN,Equity,BBG000N2C023,,454230,GB,,,
2024-02-22,NGT6144,OMRON CORP,JPY,S01,6645 JT,Equity,BBG000BGJDG5,,228000,JP,,,
2024-02-27,NGT6144,AEON CO LTD,JPY,S01,8267 JT,Equity,BBG000BN0FT1,,300300,JP,,,
2024-02-16,NGT2754,MOLINA HEALTHCARE INC,USD,S01,MOH UN,Equity,BBG000MBHPT5,,23484,US,,,
2023-12-27,NGT2754,SINGAPORE GOVT 3.375% 13-01/09/2033,SGD,B31,EJ8015756,Govt,BBG0055DSXZ3,,90000,SG,,,
2024-02-21,NGT6144,HANG LUNG PROPERTIES LTD,HKD,S01,101 HK,Equity,BBG000BDTCX4,,2709000,HK,,,
2023-12-27,NGT2754,,USD,P07,CX3RUN0D,Mtge,BBG019RKXW44,,9041092.522,US,,,
2024-02-16,NGT6144,TERNA-RETE ELETTRICA NAZIONA,EUR,S01,TRN IM,Equity,BBG000BBM454,,2054319,IT,,,
2023-12-28,NGT2754,EATON CORP 4.7% 22-23/08/2052,USD,B01,BY4820118,Corp,BBG0196CWHG6,,300000,US,,,
2023-12-27,NGT2754,ISRAEL FIXED 3.75% 17-31/03/2047 FLAT,ILS,B31,AM6641311,Govt,BBG00G3NQZQ6,,1200000,IL,,,
2023-12-28,NGT2754,INTL FIN CORP 0% 22-07/11/2047,MXN,B89,ZN0830689,Corp,BBG01B9J0W93,11,21000000,US,,,
2024-02-15,NGT6144,,CAD,S01,AEM CT,Equity,BBG000CZ8QM8,,337821,CA,,,
2023-12-27,NGT2754,DELL INT / EMC 6.02% 21-15/06/2026,USD,B01,BP5880219,Corp,BBG0113JJ6J7,,150000,US,,,
2024-02-21,NGT6144,HOLOGIC INC,USD,S01,HOLX UW,Equity,BBG000C3P591,14,238449,US,,,
2024-02-22,NGT6144,JM SMUCKER CO/THE,USD,S53,SJM UN,Equity,BBG000BT1984,,107976,US,,,
2024-02-26,NGT6144,NEWMONT CORP,USD,S01,NEM UN,Equity,BBG000BPWYG4,,425403,US,,,
2024-02-27,NGT6144,,EUR,S01,SU FP,Equity,BBG000BBWCH2,,106161,FR,,,
2024-02-26,NGT2754,,JPY,S01,4307 JT,Equity,BBG000KPFN13,,352800,JP,,,
2024-02-27,NGT6144,LAMB WESTON HOLDINGS INC,USD,S01,LW UN,Equity,BBG00CZN9QJ7,,92049,US,,,
2024-02-16,NGT6144,POSTE ITALIANE SPA,EUR,S01,PST IM,Equity,BBG009S5S6L1,,420288,IT,,,
2024-02-21,NGT6144,ESSITY AKTIEBOLAG-B,SEK,S01,ESSITYB SS,Equity,BBG00GV10DH0,,127596,SE,,,
2024-02-20,NGT6144,ARGENX SE,EUR,S01,ARGX BB,Equity,BBG006MF2DW2,,12597,NL,,,
2024-02-28,NGT6144,RAKUTEN GROUP INC,JPY,S01,4755 JT,Equity,BBG000CGWWJ4,,1082100,JP,,,
2024-02-16,NGT6144,TEXAS INSTRUMENTS INC,USD,S01,TXN UW,Equity,BBG000BVVPD4,,466671,US,,,
2024-02-27,NGT6144,,USD,S62,NLY UN,Equity,BBG000BJFKR5,,351447,US,,,
2023-12-22,NGT2754,EUROPEAN UNION 3.375% 22-04/11/2042,EUR,B31,BZ6394200,Govt,BBG019ZY5B88,,3442500,BE,,,
2023-12-22,NGT2754,EUROPEAN INVT BK 1.5% 17-02/03/2027,SEK,B01,AM6099163,Corp,BBG00G2BZYD0,,3000000,LU,,,
2024-02-27,NGT6144,,USD,S01,ALLY UN,Equity,BBG001LYYYZ9,,159744,US,,,
2023-12-22,NGT2754,INTEREST RATE SWAP (F),GBP,IR,,,,,204000000,FR,GBP,INTEREST RATE SWAP,
2024-02-20,NGT6144,JAMES HARDIE INDUSTRIES-CDI,AUD,S39,JHX AT,Equity,BBG000D01958,,139311,IE,,,
2023-12-27,NGT2754,HCA INC 5.5% 23-01/06/2033,USD,B01,ZK4624571,Corp,BBG01GHMTPW4,,600000,US,,,
2024-02-26,NGT6144,COOPER COS INC/THE,USD,S01,COO UW,Equity,BBG000BG3445,,204336,US,,,
2024-02-20,NGT6144,ZOZO INC,JPY,S01,3092 JT,Equity,BBG000TW0FS3,,210900,JP,,,
2023-12-22,NGT2754,INTEREST RATE SWAP (C),EUR,IR,,,,,-51300000,GB,EUR,INFLATION LINKED SWAP,
2024-02-15,NGT6144,HENRY SCHEIN INC,USD,S01,HSIC UW,Equity,BBG000BNMVX7,,198627,US,,,
2024-02-26,NGT6144,BUILDERS FIRSTSOURCE INC,USD,S01,BLDR UN,Equity,BBG000BKD5G9,,24531,US,,,
2024-02-28,NGT6144,,NZD,S01,EBO NZ,Equity,BBG000BQ6YD4,,8769,NZ,,,
2023-12-28,NGT2754,,USD,P15,AW7271116,Govt,BBG00N2NGBL1,,249234,UY,,,
2024-02-20,NGT6144,SWEDISH ORPHAN BIOVITRUM AB,SEK,S01,SOBI SS,Equity,BBG000C3YBT6,,60408,SE,,,
2023-12-28,NGT2754,,KRW,B31,EK9436339,Govt,BBG009BC6Q25,,466800000,KR,,,
2024-02-16,NGT6144,,EUR,S01,ACA FP,Equity,BBG000DVJ6L9,,186117,FR,,,
2024-02-23,NGT6144,,DKK,S01,DEMANT DC,Equity,BBG000J940M0,,88617,DK,,,
2023-12-22,NGT2754,CZECH REPUBLIC 4.2% 06-04/12/2036,CZK,B31,EF9234826,Govt,BBG0000598L7,,3600000,CZ,,,
2024-02-23,NGT6144,,JPY,S01,7951 JT,Equity,BBG000BDFSD6,,112200,JP,,,
2024-02-23,NGT6144,NEWMONT CORP,USD,S01,NEM UN,Equity,BBG000BPWYG4,,425403,US,,,
2024-02-23,NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,AD NA,Equity,BBG000BBBC58,15,261021,NL,,,
2024-02-23,NGT6144,,USD,S01,,Equity,BBG000JG1MT2,,97431,US,,,
2023-12-22,NGT2754,FN CA5308 3.5% 20-01/03/2050,USD,P05,3140QC3S3,Mtge,BBG00RT77933,,2056793.265,US,,,
2024-02-21,NGT6144,,JPY,S01,6723 JT,Equity,BBG000MHQMZ2,,1122300,JP,,,
2024-02-22,NGT6144,,USD,S01,DAY UN,Equity,BBG00KG0HRN4,,105321,US,,,
2024-02-21,NGT2754,AMERICAN EXPRESS CO,USD,S01,AXP UN,Equity,BBG000BCR153,,129180,US,,,
2023-12-27,NGT2754,KOREA TRSY BD 2.625% 18-10/03/2048 FLAT,KRW,B31,AR0503342,Govt,BBG00JYDH815,,1647000000,KR,,,
2024-02-16,NGT6144,CARREFOUR SA,EUR,S01,CA FP,Equity,BBG000BBY8X1,,96396,FR,,,
2024-02-22,NGT6144,HCA HEALTHCARE INC,USD,S01,HCA UN,Equity,BBG000QW7X64,,39123,US,,,
2024-02-15,NGT6144,REDEIA CORP SA,EUR,S01,RED SQ,Equity,BBG000C2V4T7,,612390,ES,,,
2023-12-28,NGT2754,FR QA7250 3% 20-01/02/2050,USD,P05,3133A2BT6,Mtge,BBG00RPJF2Q2,,2745591.552,US,,,
2024-02-26,NGT6144,ZOZO INC,JPY,S01,3092 JT,Equity,BBG000TW0FS3,,182400,JP,,,
2023-12-27,NGT2754,EATON CORP 4.7% 22-23/08/2052,USD,B01,BY4820118,Corp,BBG0196CWHG6,,300000,US,,,
2023-12-22,NGT2754,QATAR STATE OF 5.103% 18-23/04/2048,USD,B31,AS1975802,Govt,BBG00KKF0D91,,1200000,QA,,,
2024-02-16,NGT6144,INGERSOLL-RAND INC,USD,S01,IR UN,Equity,BBG00GK8PMC5,,399738,US,,,
2023-12-27,NGT2754,ASIAN DEV BANK 1.4% 17-06/02/2037,EUR,B01,AM3484699,Corp,BBG00FWXQTV2,11,660000,PH,,,
2024-02-23,NGT6144,,EUR,S01,ELI BB,Equity,BBG000KR9Z28,,38253,BE,,,
2024-02-22,NGT6144,,EUR,S01,VNA GY,Equity,BBG004C6MBZ7,,225264,DE,,,
2024-02-20,NGT6144,BUILDERS FIRSTSOURCE INC,USD,S01,BLDR UN,Equity,BBG000BKD5G9,,28374,US,,,
2024-02-28,NGT6144,PROGRESSIVE CORP,USD,S01,PGR UN,Equity,BBG000BR39M0,,126267,US,,,
2023-12-22,NGT2754,MCCORMICK 1.85% 21-15/02/2031,USD,B01,BN9733195,Corp,BBG00Z6CFH41,,300000,US,,,
2024-02-15,NGT6144,IBIDEN CO LTD,JPY,S01,4062 JT,Equity,BBG000BG1XQ9,,171300,JP,,,
2023-12-22,NGT2754,,EUR,B01,EK6125562,Corp,BBG007K774L7,,300000,FR,,,
2024-02-22,NGT6144,INFORMA PLC,GBP,S01,INF LN,Equity,BBG000BLHQP7,,711885,GB,,,
2024-02-22,NGT2754,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,AD NA,Equity,BBG000BBBC58,,261021,NL,,,
2024-02-15,NGT6144,VERBUND AG,EUR,S01,VER AV,Equity,BBG000BFGPZ2,,67650,AT,,,
2023-12-27,NGT2754,FR SD3490 2% 23-01/03/2052,USD,P05,3132DQ2X3,Mtge,BBG01HL44XD8,,2928979.47,US,,,
2024-02-28,NGT6144,BROTHER INDUSTRIES LTD,JPY,S01,6448 JT,Equity,BBG000BLR8N8,,125700,JP,,,
2024-02-22,NGT6144,,USD,S01,MTN UN,Equity,BBG000BCMYM7,,33708,US,,,
2023-12-22,NGT2754,VODAFONE GROUP 23-30/08/2084 FRN,EUR,B03,ZK7761362,Corp,BBG01GSLNZC0,,300000,GB,,,
2023-12-27,NGT2754,INTESA SANPAOLO 20-01/03/2169 FRN,EUR,B03,ZO1586411,Corp,BBG00WYFHKJ5,,10260000,IT,,,
2023-12-22,NGT2754,BANK OF MONTREAL 5.266% 23-11/12/2026,USD,B01,ZG5562704,Corp,BBG01KFSR426,,300000,CA,,,
2023-12-28,NGT2754,,EUR,B01,AR1104280,Corp,BBG00JZ2VG23,,600000,VE,,,
2024-02-28,NGT6144,,USD,S01,TSCO UW,Equity,BBG000BLY8F9,,50754,US,,,
2024-02-20,NGT2754,HOLOGIC INC,USD,S01,HOLX UW,Equity,BBG000C3P591,,238449,US,,,
2024-02-27,NGT6144,,USD,S01,STT UN,Equity,BBG000BKFCH1,,136530,US,,,
2024-02-19,NGT6144,KBC GROUP NV,EUR,S01,KBC BB,Equity,BBG000BMVX65,,109482,BE,,,
2024-02-22,NGT6144,,AUD,S01,COH AT,Equity,BBG000FT0N80,,47991,AU,,,
2024-02-28,NGT6144,FUJITSU LIMITED,JPY,S01,6702 JT,Equity,BBG000BGJXV4,,56400,JP,,,
2023-12-28,NGT2754,ANHEUSER-BUSCH 4.7% 19-01/02/2036,USD,B01,ZS2128693,Corp,BBG00NWNGHB6,,600000,US,,,
2023-12-28,NGT2754,CHARTER COMM OPT 2.25% 21-15/01/2029,USD,B01,BR6509342,Corp,BBG012QCC817,,360000,US,,,
2024-02-16,NGT6144,FORTIVE CORP,USD,S01,FTV UN,Equity,BBG00BLVZ282,,381333,US,,,
2024-02-23,NGT6144,,JPY,S01,4528 JT,Equity,BBG000BJY3L8,,504900,JP,,,
2024-02-16,NGT6144,FIDELITY NATIONAL INFO SERV,USD,S01,FIS UN,Equity,BBG000BK2H93,,156888,US,,,
2024-02-21,NGT6144,MARKETAXESS HOLDINGS INC,USD,S01,MKTX UQ,Equity,BBG000BJC289,,16878,US,,,
2024-02-27,NGT6144,KNIGHT-SWIFT TRANSPORTATION,USD,S01,KNX UN,Equity,BBG001BD46F2,,153621,US,,,
2023-12-28,NGT2754,CHINA GOVT BOND 2.46% 23-15/02/2026,CNY,B31,ZM9215074,Govt,BBG01F3XLQR9,,30000000,CN,,,
2023-12-27,NGT2754,REALTY INCOME 4.85% 23-15/03/2030,USD,B01,ZM3331240,Corp,BBG01C96S687,,600000,US,,,
2024-02-27,NGT6144,FERGUSON PLC,USD,S01,FERG UN,Equity,BBG00P5M4V43,,44697,GB,,,
2023-12-28,NGT2754,,EUR,B31,ED9083541,Govt,BBG00002GDX2,,450000,NL,,,
2024-02-16,NGT6144,,AUD,S01,,Equity,BBG000FT0N80,7,55902,AU,,,
2024-02-22,NGT6144,AEON CO LTD,JPY,S01,8267 JT,Equity,BBG000BN0FT1,,303300,JP,,,
2024-02-27,NGT6144,BROADRIDGE FINANCIAL SOLUTIO,USD,S01,BR UN,Equity,BBG000PPFN90,,57294,US,,,
2023-12-22,NGT2754,UNITED OVERSEAS 21-14/10/2031 FRN,USD,B03,BO9686268,Corp,BBG00ZXR6RD6,,600000,SG,,,
2024-02-20,NGT6144,FUJITSU LIMITED,JPY,S01,6702 JT,Equity,BBG000BGJXV4,,66000,JP,,,
2023-12-28,NGT2754,MORGAN STANLEY 23-20/07/2029 FRN,USD,B03,ZJ9101669,Corp,BBG01HHMG5M1,,600000,US,,,
2024-02-23,NGT6144,SINO LAND CO,HKD,S01,83 HK,Equity,BBG000BDSR53,,4782000,HK,,,
2023-12-28,NGT2754,FNR 2021-18 LI 2% 21-25/04/2051,USD,P05,CX31T90I,Mtge,BBG00ZV1T6F4,,10821977.04,US,,,
2024-02-21,NGT6144,,JPY,S01,4528 JT,Equity,BBG000BJY3L8,,586800,JP,,,
2023-12-28,NGT2754,STATE STREET CRP 23-21/11/2034 FRN,USD,B03,ZG2137211,Corp,BBG01K70G0C5,,375000,US,,,
2023-12-22,NGT2754,KOREA TRSY BD 1.5% 20-10/03/2025 FLAT,KRW,B31,ZP2080957,Govt,BBG00R7TDJS3,11,870000000,KR,,,
2023-12-27,NGT2754,PUT USD/JPY 26/06/2024 138,USD,O02,7251668,,,,184500000,US,USD,USD/JPY,536292
2024-02-23,NGT6144,CENCORA INC,USD,S01,COR UN,Equity,BBG000MDCSN6,,47904,US,,,
2024-02-19,NGT6144,AGNICO EAGLE MINES LTD,CAD,S01,AEM CT,Equity,BBG000CZ8QM8,,337821,CA,,,
2024-02-26,NGT6144,STATE STREET CORP,USD,S01,STT UN,Equity,BBG000BKFCH1,,137928,US,,,
2023-12-28,NGT2754,MCCORMICK 1.85% 21-15/02/2031,USD,B01,BN9733195,Corp,BBG00Z6CFH41,,300000,US,,,
2023-12-22,NGT2754,,USD,B03,ZK3996590,Corp,BBG01GG00GQ1,,300000,US,,,
2024-02-20,NGT6144,DASSAULT SYSTEMES SE,EUR,S01,DSY FP,Equity,BBG000GVXC37,,237624,FR,,,
2024-02-26,NGT6144,MUENCHENER RUECKVER AG-REG,EUR,S01,MUV2 GY,Equity,BBG000BD9FD1,,15216,DE,,,
2024-02-27,NGT6144,ORION OYJ-CLASS B,EUR,S01,ORNBV FH,Equity,BBG000PPDYY0,,113640,FI,,,
2024-02-21,NGT2754,,USD,S01,CLX UN,Equity,BBG000BFS949,,85470,US,,,
2024-02-19,NGT6144,REPLIGEN CORP,USD,S01,RGEN UW,Equity,BBG000BS4JZ1,,44385,US,,,
2023-12-28,NGT2754,FORD MOTOR CRED 6.95% 23-10/06/2026,USD,B01,ZK8927970,Corp,BBG01GXL4DH9,,1200000,US,,,
2024-02-23,NGT6144,ADOBE INC,USD,S01,ADBE UW,Equity,BBG000BB5BP5,,62010,US,,,
2023-12-28,NGT2754,BELGIAN 320 4.25% 10-28/03/2041,EUR,B31,EI2217830,Govt,BBG00009YSM6,,540000,BE,,,
