nx_date,nt_trade_date,nt_accounting_date,nt_fund_code,nt_security_description,nt_security_currency,nt_gti_code,nt_quotation_name,nt_issuer_country_name,nt_bloomberg_code,nt_transaction_quantity,nt_transaction_price
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,UNICHARM CORP,JPY,S01,TOKYO,JAPAN,8113 JT,39600,15690
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,IRON MOUNTAIN INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),IRM UN,6396,202.56
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ORION OYJ-CLASS B,EUR,S01,HELSINKI,FINLAND,ORNBV FH,1164,113.25
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,LY CORP,JPY,S01,TOKYO,JAPAN,4689 JT,89100,1314.3
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,QBE INSURANCE GROUP LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,QBE AT,6306,47.13
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AMERIPRISE FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AMP UN,1968,1190.82
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,CLOROX COMPANY,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CLX UN,921,459.6
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTD UN,354,3591.57
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,EURONEXT PARIS,FRANCE,SU FP,321,622.65
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,810,2475.51
2/27/2024,2/27/2024 0:00:00,"Tuesday, February 27",NGT6144,ELECTRONIC ARTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EA UW,92415,0.57
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,2757,122.4
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,HOYA CORP,JPY,S01,TOKYO,JAPAN,7741 JT,1200,54660
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,UCB SA,EUR,S01,EURONEXT BRUSSELS,BELGIUM,UCB BB,1347,254.4
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,EUROFINS SCIENTIFIC,EUR,S01,EURONEXT PARIS,LUXEMBOURG,ERF FP,12921,172.2
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,INTACT FINANCIAL CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,IFC CT,2790,629.25
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SONY GROUP CORP,JPY,S01,TOKYO,JAPAN,6758 JT,6600,42705
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SYSMEX CORP,JPY,S01,TOKYO,JAPAN,6869 JT,900,24393
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AIA GROUP LTD,HKD,S01,HONG KONG,HONG KONG,1299 HK,16200,191.4
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,HUNT (JB) TRANSPRT SVCS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),JBHT UW,2139,605.31
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,510,2877.03
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,S&P GLOBAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),SPGI UN,2592,1313.67
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,REDEIA CORP SA,EUR,S01,SIBE MERCADO CONTINUO,SPAIN,RED SQ,84525,45.075
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,HERMES INTERNATIONAL,EUR,S01,EURONEXT PARIS,FRANCE,RMS FP,111,6433.5
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,PUMA SE,EUR,S01,XETRA FRANKFURT,GERMANY,PUM GY,2871,126.54
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,PPG INDUSTRIES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PPG UN,402,434.85
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,RECORDATI INDUSTRIA CHIMICA,EUR,S01,EURONEXT MILAN,ITALY,REC IM,1824,149.16
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ELIA GROUP SA/NV,EUR,S01,EURONEXT BRUSSELS,BELGIUM,ELI BB,387,305.1
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DAYFORCE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DAY UN,5655,212.07
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,ADVANTEST CORP,JPY,S01,TOKYO,JAPAN,6857 JT,11400,17829
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,CME GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CME UW,798,611.91
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DASSAULT SYSTEMES SE,EUR,S01,EURONEXT PARIS,FRANCE,DSY FP,2574,131.82
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,KERING,EUR,S01,EURONEXT PARIS,FRANCE,KER FP,183,1080
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,COOPER COS INC/THE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),COO UW,1140,1117.92
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,AMPLIFON SPA,EUR,S01,EURONEXT MILAN,ITALY,AMP IM,1902,89.07
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,CITY DEVELOPMENTS LTD,SGD,S01,SINGAPORE,SINGAPORE,CIT SP,102000,18.15
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,KELLANOVA,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),K UN,912,170.94
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,JM SMUCKER CO/THE,USD,S53,N.Y.S.E.,UNITED-STATES (U.S.A.),SJM UN,1056,393.72
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ORIENTAL LAND CO LTD,JPY,S01,TOKYO,JAPAN,4661 JT,3000,16626
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,COCHLEAR LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,COH AT,645,905.97
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,STERIS PLC,USD,S01,N.Y.S.E.,IRELAND,STE UN,2001,656.85
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,C.H. ROBINSON WORLDWIDE INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CHRW UW,909,261.9
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,ZURN SE,834,1311.9
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DARLING INGREDIENTS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DAR UN,1317,131.01
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,CBRE GROUP INC - A,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CBRE UN,1674,260.67
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,MICROSOFT CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),MSFT UW,2025,1222.62
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,NOKIA OYJ,EUR,S01,HELSINKI,FINLAND,NOKIA FH,46509,9.498
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,COCHLEAR LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,COH AT,486,1037.61
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,XYLEM INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),XYL UN,1467,372.48
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,RECORDATI INDUSTRIA CHIMICA,EUR,S01,EURONEXT MILAN,ITALY,REC IM,7644,152.1
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DEMANT A/S,DKK,S01,COPENHAGEN,DENMARK,DEMANT DC,4758,1078.8
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SCENTRE GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,SCG AT,679407,9.18
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,ROCKWELL AUTOMATION INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ROK UN,189,835.86
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,CONAGRA BRANDS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CAG UN,65883,85.23
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AVERY DENNISON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVY UN,978,619.17
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,EURONEXT PARIS,FRANCE,SU FP,1047,539.04
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,KYOWA KIRIN CO LTD,JPY,S01,TOKYO,JAPAN,4151 JT,4800,7156.5
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,BANK OF NEW YORK MELLON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BK UN,3654,164.43
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,RIVIAN AUTOMOTIVE INC-A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),RIVN UW,3543,48.12
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,WELLTOWER INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),WELL UN,5034,264.69
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,LOGN SE,5043,218.76
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,CRODA INTERNATIONAL PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,CRDA LN,12024,147.18
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,DOLLARAMA INC,CAD,S01,TSX Toronto Stock Exchange,CANADA,DOL CT,2046,315.69
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ZBH UN,531,385.62
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SUN LIFE FINANCIAL INC,CAD,S01,TSX Toronto Stock Exchange,CANADA,SLF CT,5322,214.41
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,BOOKING HOLDINGS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),BKNG UW,147,11274.54
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,8076,1608.9
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,SINGAPORE,SINGAPORE,CICT SP,1172700,5.85
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,ROCKWELL AUTOMATION INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ROK UN,189,835.86
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TRAVELERS COS INC/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TRV UN,21414,658.44
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,MEDIOBANCA SPA,EUR,S01,EURONEXT MILAN,ITALY,MB IM,4758,38.415
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DAVITA INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DVA UN,687,311.67
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TAKE-TWO INTERACTIVE SOFTWRE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TTWO UW,993,464.73
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,STMICROELECTRONICS NV,EUR,S01,EURONEXT MILAN,SWITZERLAND,STMMI IM,3435,127.05
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,GRACO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GGG UN,2148,255.06
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ROCKWELL AUTOMATION INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ROK UN,447,833.43
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,OLD DOMINION FREIGHT LINE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ODFL UW,285,1337.67
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,STMICROELECTRONICS NV,EUR,S01,EURONEXT MILAN,SWITZERLAND,STMMI IM,9369,122.85
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,VAT GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,VACN SE,279,1272.9
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,WORKDAY INC-CLASS A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),WDAY UW,1116,906.72
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,KELLANOVA,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),K UN,8409,160.47
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,DHL GROUP,EUR,S01,XETRA FRANKFURT,GERMANY,DHL GY,9060,129.3
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,BANK OF NEW YORK MELLON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BK UN,7806,166.5
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,COLOPLAST-B,DKK,S01,COPENHAGEN,DENMARK,COLOB DC,777,2635.8
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,GENERAL MILLS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GIS UN,1167,189.93
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SINO LAND CO,HKD,S01,HONG KONG,HONG KONG,83 HK,48000,25.23
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,POSTE ITALIANE SPA,EUR,S01,EURONEXT MILAN,ITALY,PST IM,4875,30.615
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,KUEHNE + NAGEL INTL AG-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,KNIN SE,3576,866.1
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TORONTO-DOMINION BANK,CAD,S01,TSX Toronto Stock Exchange,CANADA,TD CT,2541,242.19
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ALLEGION PLC,USD,S01,N.Y.S.E.,IRELAND,ALLE UN,19335,393.33
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,DAIWA SECURITIES GROUP INC,JPY,S01,TOKYO,JAPAN,8601 JT,220500,3253.5
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,DASSAULT SYSTEMES SE,EUR,S01,EURONEXT PARIS,FRANCE,DSY FP,34413,128.235
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,COLOPLAST-B,DKK,S01,COPENHAGEN,DENMARK,COLOB DC,3288,2673
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SYSMEX CORP,JPY,S01,TOKYO,JAPAN,6869 JT,1500,25191
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,OPEN TEXT CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,OTEX CT,9837,175.89
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,AD NA,4371,79.92
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FOX CORP - CLASS B,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FOX UW,2469,87.54
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NASDAQ INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),NDAQ UW,1908,168.57
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AMGEN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),AMGN UW,14082,850.38
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,RENESAS ELECTRONICS CORP,JPY,S01,TOKYO,JAPAN,6723 JT,12000,7806
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,CME GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CME UW,2124,617.37
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,VONOVIA SE,EUR,S01,XETRA FRANKFURT,GERMANY,VNA GY,3024,79.77
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,ILLINOIS TOOL WORKS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ITW UN,5094,758.34
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,COCA-COLA HBC AG-DI,GBP,S01,LSE SETS,SWITZERLAND,CCH LN,7605,75
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,HYDRO ONE LTD,CAD,S01,TSX Toronto Stock Exchange,CANADA,H CT,4341,122.61
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,BURBERRY GROUP PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,BRBY LN,23913,39.225
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,LOGN SE,1194,229.62
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,NORTHERN TRUST CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),NTRS UW,1995,238.92
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,QUANTA SERVICES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PWR UN,720,637.92
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AMERICAN EXPRESS CO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AXP UN,786,650.88
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,LEGAL & GENERAL GROUP PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,LGEN LN,119355,7.2
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,EURONEXT PARIS,FRANCE,SU FP,1359,586.2
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,YASKAWA ELECTRIC CORP,JPY,S01,TOKYO,JAPAN,6506 JT,15600,16563
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,KERRY GROUP PLC-A,EUR,S01,EURONEXT - IRISH MAIN SECURITIES MARKET,IRELAND,KYGA ID,696,238.26
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,LOREAL,EUR,S01,EURONEXT PARIS,FRANCE,OR FP,168,1353.45
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DAIWA SECURITIES GROUP INC,JPY,S01,TOKYO,JAPAN,8601 JT,18000,3133.5
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ANNALY CAPITAL MANAGEMENT IN,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),NLY UN,19062,56.76
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ADIDAS AG,EUR,S01,XETRA FRANKFURT,GERMANY,ADS GY,1413,544.32
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,MIRVAC GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,MGR AT,43620,6.24
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DAYFORCE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DAY UN,5655,212.07
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AMPLIFON SPA,EUR,S01,EURONEXT MILAN,ITALY,AMP IM,1437,96.12
2/28/2024,2/28/2024 0:00:00,"Wednesday, February 28",NGT6144,AEON CO LTD,JPY,S01,TOKYO,JAPAN,8267 JT,300300,54
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,METRO INC/CN,CAD,S01,TSX Toronto Stock Exchange,CANADA,MRU CT,8187,213.63
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ALLEGION PLC,USD,S01,N.Y.S.E.,IRELAND,ALLE UN,19335,393.33
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,VAIL RESORTS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTN UN,1920,667.14
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,UNITED RENTALS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),URI UN,681,1936.11
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,RAKUTEN GROUP INC,JPY,S01,TOKYO,JAPAN,4755 JT,171300,2301.9
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,EDWARDS LIFESCIENCES CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),EW UN,5808,235.41
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,MATSUKIYOCOCOKARA & CO,JPY,S01,TOKYO,JAPAN,3088 JT,3600,8062.5
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SOFTBANK CORP,JPY,S01,TOKYO,JAPAN,9434 JT,10800,5964
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,VONOVIA SE,EUR,S01,XETRA FRANKFURT,GERMANY,VNA GY,12093,78.51
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,BEIJER REF AB,SEK,S01,STOCKHOLM,SWEDEN,BEIJB SS,9813,437.7
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DAVITA INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DVA UN,2751,329.58
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SAGE GROUP PLC/THE,GBP,S01,LSE SETS,GREAT-BRITAIN,SGE LN,27237,35.73
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ZOETIS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ZTS UN,4851,591.96
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,EDP RENOVAVEIS SA,EUR,S01,LISBON,SPAIN,EDPR PL,4938,47.085
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,ZURN SE,834,1311.9
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,OMRON CORP,JPY,S01,TOKYO,JAPAN,6645 JT,38100,17187
2/26/2024,2/26/2024 0:00:00,"Monday, February 26",NGT6144,LABORATORY CRP OF AMER HLDGS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),LH UN,40032,2.16
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AUTODESK INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADSK UW,762,772.05
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,BANK OF NOVA SCOTIA,CAD,S01,TSX Toronto Stock Exchange,CANADA,BNS CT,9390,188.19
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,SONOVA HOLDING AG-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SOON SE,1353,837.3
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,TRANE TECHNOLOGIES PLC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TT UN,1698,812.22
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,MICROSOFT CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),MSFT UW,2610,1233.66
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,LOGN SE,15900,229.26
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AECOM,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ACM UN,3915,268.62
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FUJITSU LIMITED,JPY,S01,TOKYO,JAPAN,6702 JT,900,62595
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,CITY DEVELOPMENTS LTD,SGD,S01,SINGAPORE,SINGAPORE,CIT SP,102000,18.15
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SEIKO EPSON CORP,JPY,S01,TOKYO,JAPAN,6724 JT,3600,6730.5
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AECOM,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ACM UN,1170,268.41
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,PPG INDUSTRIES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PPG UN,1080,427.32
